date_or_order,day_index,split_code,actual_productivity,predicted_productivity,pi_lower,pi_upper,is_burn_in,series,p_alarm,actual_alarm,_order_key,team_display,department_display,targeted_productivity,incentive,wip,no_of_workers,over_time,smv,no_of_style_change,quarter,date,forecast_gap,below_target,risk_status,risk_flag,interval_width,suggested_focus
6,6,0,0.850136766,0.8339813430818959,0.3869651540662472,0.9758881513285717,True,7__1,0.2479670163937692,0,6,Team 7,Sewing,0.8,60,1050.0,56.5,10170,25.9,0,2,2015-01-08,0.03398134308189582,False,Healthy,0,0.5889229972623244,No immediate action
7,7,0,0.850136766,0.833443855273052,0.3880755385127671,0.9755894116149773,True,7__1,0.2480508429945582,0,7,Team 7,Sewing,0.8,60,970.0,56.5,10170,25.9,0,2,2015-01-10,0.03344385527305194,False,Healthy,0,0.5875138731022101,No immediate action
8,8,0,0.850136766,0.7777045964024333,0.309112637972634,0.965006195739014,False,7__1,0.3454897010271127,0,8,Team 7,Sewing,0.8,45,1012.0,56.5,10170,25.9,0,2,2015-01-11,-0.022295403597566765,True,Watch,0,0.65589355776638,Review staffing
9,9,0,0.850136766,0.8414172953306518,0.4050364230671304,0.9766808698212108,False,7__1,0.2322005699486597,0,9,Team 7,Sewing,0.8,60,1031.0,56.5,10170,25.9,0,2,2015-01-12,0.04141729533065175,False,Healthy,0,0.5716444467540804,No immediate action
10,10,0,0.850136766,0.8442591103488979,0.4113747219005732,0.9770624176296524,False,7__1,0.2264628527986357,0,10,Team 7,Sewing,0.8,60,1126.0,56.5,10170,25.9,0,2,2015-01-13,0.044259110348897845,False,Healthy,0,0.5656876957290792,No immediate action
11,11,0,0.900144811,0.879906955669376,0.4863987569335457,0.9829647896330328,False,7__1,0.1602037056952894,0,11,Team 7,Sewing,0.8,70,1150.0,56.5,10170,25.9,0,2,2015-01-14,0.079906955669376,False,Healthy,0,0.4965660326994871,No immediate action
12,12,0,0.850136766,0.8401981395060673,0.4059359456344043,0.9761679473300644,False,7__1,0.2330359362430504,0,12,Team 7,Sewing,0.8,60,1281.0,56.5,10170,25.9,0,3,2015-01-15,0.04019813950606721,False,Healthy,0,0.5702320016956601,No immediate action
13,13,0,0.800128721,0.8048400188376497,0.3499411423029083,0.9695982005267664,False,7__1,0.2965532813015227,0,13,Team 7,Sewing,0.8,50,1396.0,56.5,10170,25.9,0,3,2015-01-17,0.004840018837649618,False,Healthy,0,0.6196570582238581,No immediate action
14,14,0,0.800128721,0.7427571249601527,0.2740091450682619,0.9569433522090064,False,7__1,0.402585467798877,0,14,Team 7,Sewing,0.8,50,624.0,56.5,10170,48.84,0,3,2015-01-18,-0.057242875039847374,True,High Risk,1,0.6829342071407445,Review staffing
15,15,0,0.576460393,0.6841324196641161,0.2209467290743512,0.9432099984353224,False,7__1,0.4942963719151891,1,15,Team 7,Sewing,0.8,30,1040.0,57.0,10260,48.84,0,3,2015-01-19,-0.11586758033588396,True,High Risk,1,0.7222632693609712,Review WIP
16,16,0,0.400332792,0.7400142741262128,0.272625786206762,0.956035468138553,False,7__1,0.0609169512701525,0,16,Team 7,Sewing,0.35,30,1450.0,56.0,10080,22.94,0,3,2015-01-20,0.3900142741262128,False,Healthy,0,0.683409681931791,No immediate action
17,17,0,0.500241342,0.7051026756549285,0.2395758203776414,0.9480026303210722,False,7__1,0.1702229185379641,0,17,Team 7,Sewing,0.5,23,1720.0,56.0,10080,22.52,0,3,2015-01-21,0.20510267565492846,False,Healthy,0,0.7084268099434308,No immediate action
18,18,0,0.60041361,0.6914244660243206,0.2282618813523733,0.9445911724170908,False,7__1,0.2666928114796665,0,18,Team 7,Sewing,0.6,23,1859.0,57.0,10260,22.52,0,4,2015-01-22,0.09142446602432064,False,Healthy,0,0.7163292910647174,No immediate action
19,19,0,0.650416734,0.6887764658247254,0.2267000826353511,0.9437491020269322,False,7__1,0.3175235344179523,0,19,Team 7,Sewing,0.65,26,1295.0,56.5,10170,22.52,0,4,2015-01-24,0.03877646582472538,False,Watch,0,0.717049019391581,Review WIP
20,20,0,0.7005417,0.695886090572172,0.2330269481723184,0.94538347991431,False,7__1,0.3592578138689632,0,20,Team 7,Sewing,0.7,40,360.0,56.5,10170,22.52,0,4,2015-01-25,-0.004113909427827966,True,Watch,0,0.7123565317419916,Review incentive
23,21,0,0.285333333,0.5598342745291734,0.142707444412221,0.906796489579058,False,7__1,0.4355785347856879,1,23,Team 7,Sewing,0.6,0,958.0,55.0,6600,23.54,0,4,2015-01-28,-0.04016572547082653,True,High Risk,1,0.764089045166837,Review incentive
24,22,0,0.48792,0.6077824235493456,0.1690892485246131,0.9220310800141654,False,7__1,0.4270590587621996,1,24,Team 7,Sewing,0.65,0,830.0,55.0,6600,23.54,0,0,2015-01-29,-0.04221757645065438,True,High Risk,1,0.7529418314895524,Review incentive
25,23,0,0.388830357,0.6061144448878243,0.168330894336952,0.9214093047172454,False,7__1,0.4852244340556254,1,25,Team 7,Sewing,0.7,0,1109.0,56.0,6720,23.54,0,0,2015-01-31,-0.09388555511217567,True,High Risk,1,0.7530784103802933,Review WIP
26,24,0,0.411553571,0.5679220986548618,0.1475458416053582,0.9090476525986432,False,7__1,0.536201195803342,1,26,Team 7,Sewing,0.7,0,1400.0,56.0,6720,24.26,0,1,2015-02-01,-0.1320779013451382,True,High Risk,1,0.761501810993285,Review WIP
27,25,0,0.295307738,0.5671661643390102,0.1470709525545463,0.9088495822341698,False,7__1,0.5371815610569556,1,27,Team 7,Sewing,0.7,0,2698.0,56.0,6720,24.26,0,1,2015-02-02,-0.13283383566098972,True,High Risk,1,0.7617786296796235,Review WIP
28,26,0,0.541517857,0.5488232653103826,0.1384783591030159,0.9020983245650332,False,7__1,0.5611999175102519,1,28,Team 7,Sewing,0.7,0,1639.0,56.0,6720,24.26,0,1,2015-02-03,-0.15117673468961734,True,High Risk,1,0.7636199654620174,Review WIP
29,27,0,0.700612069,0.5496226764626698,0.1391203882628148,0.9021954122296146,False,7__1,0.5602276558141529,0,29,Team 7,Sewing,0.7,0,1471.0,58.0,6960,24.26,0,1,2015-02-04,-0.15037732353733013,True,High Risk,1,0.7630750239667998,Review WIP
30,28,0,0.522844828,0.5572745792925865,0.1430400268457115,0.9047870817009632,False,7__1,0.0072810603568898,0,30,Team 7,Sewing,0.07,0,1608.0,58.0,6960,24.26,0,1,2015-02-05,0.4872745792925865,False,Healthy,0,0.7617470548552517,No immediate action
31,29,0,0.662270115,0.5475975958885231,0.1386854562043457,0.901063338090824,False,7__1,0.5629920505010633,0,31,Team 7,Sewing,0.7,0,658.0,58.0,6960,24.26,0,1,2015-02-07,-0.15240240411147687,True,High Risk,1,0.7623778818864783,Review incentive
32,30,0,0.355534483,0.52801307900109,0.1294648509206382,0.8938390405916942,False,7__1,0.5881501519534688,1,32,Team 7,Sewing,0.7,0,148.0,58.0,6960,24.26,0,2,2015-02-08,-0.17198692099891,True,High Risk,1,0.764374189671056,Review incentive
33,31,0,0.350301724,0.5367708391025267,0.1335108240356915,0.8971234995094275,False,7__1,0.2054535084687555,0,33,Team 7,Sewing,0.35,0,842.0,58.0,6960,30.1,1,2,2015-02-09,0.18677083910252668,False,Healthy,0,0.763612675473736,No immediate action
34,32,0,0.500801724,0.6480159547019134,0.198042978649171,0.9322807972375082,False,7__1,0.2272937540901261,0,34,Team 7,Sewing,0.5,23,1025.0,58.0,6960,30.1,1,2,2015-02-10,0.14801595470191342,False,Healthy,0,0.7342378185883373,No immediate action
35,33,0,0.600070513,0.6417227021745938,0.1938570626910167,0.9304560977140122,False,7__1,0.3282682674151058,0,35,Team 7,Sewing,0.6,23,829.0,58.0,3360,30.1,1,2,2015-02-11,0.04172270217459384,False,Watch,0,0.7365990350229954,Review incentive
36,34,0,0.535677966,0.5255197863365882,0.1286346316307422,0.8926311144059246,False,7__1,0.535454048338306,1,36,Team 7,Sewing,0.65,0,909.0,59.0,7080,30.1,1,2,2015-02-12,-0.12448021366341178,True,High Risk,1,0.7639964827751824,Review incentive
37,35,0,0.602,0.5274772540238396,0.1296313673039789,0.8932884459397455,False,7__1,0.5889896338257454,0,37,Team 7,Sewing,0.7,0,957.0,60.0,7200,30.1,1,2,2015-02-14,-0.17252274597616035,True,High Risk,1,0.7636570786357666,Review incentive
38,36,0,0.700632768,0.5104881466396595,0.1222546900107054,0.8864885496353143,False,7__1,0.6105380642291881,0,38,Team 7,Sewing,0.7,0,881.0,59.0,7080,30.1,1,3,2015-02-15,-0.1895118533603405,True,High Risk,1,0.7642338596246089,Review incentive
39,37,0,0.700459889,0.674126009815709,0.2175448556090809,0.939205915169879,False,7__1,0.3897538718046975,0,39,Team 7,Sewing,0.7,30,784.0,59.0,600,30.1,1,3,2015-02-16,-0.02587399018429093,True,Watch,0,0.7216610595607981,Review incentive
40,38,0,0.700888203,0.6613849663243158,0.2080542397514847,0.935775846803233,False,7__1,0.4078871496297542,0,40,Team 7,Sewing,0.7,30,562.0,59.0,840,30.1,1,3,2015-02-17,-0.038615033675684196,True,High Risk,1,0.7277216070517483,Review incentive
41,39,1,0.75053268,0.7181374569474952,0.2548827698706724,0.9501811536428664,False,7__1,0.3810115805174411,0,41,Team 7,Sewing,0.75,45,553.0,59.0,2280,30.1,1,3,2015-02-18,-0.0318625430525048,True,Watch,0,0.695298383772194,Review team conditions
42,40,1,0.611140537,0.5794291093849274,0.1544211719027821,0.9123558144705468,False,7__1,0.5790886154971037,1,42,Team 7,Sewing,0.75,0,444.0,59.0,0,30.1,1,3,2015-02-19,-0.17057089061507258,True,High Risk,1,0.7579346425677647,Review incentive
43,41,1,0.393548851,0.506836910081005,0.1210305427175278,0.8846819030169968,False,7__1,0.6702718025591489,1,43,Team 7,Sewing,0.75,0,627.0,58.0,6960,30.1,1,4,2015-02-22,-0.24316308991899505,True,High Risk,1,0.763651360299469,Review incentive
44,42,1,0.750770115,0.7102019980122556,0.2477551471988766,0.9482463639165466,False,7__1,0.3931488078729253,0,44,Team 7,Sewing,0.75,45,709.0,58.0,6960,30.1,1,4,2015-02-23,-0.039798001987744414,True,Watch,0,0.70049121671767,Review overtime
45,43,1,0.750727326,0.7152205406891896,0.2524752121310414,0.949412338269384,False,7__1,0.3854110883718425,0,45,Team 7,Sewing,0.75,45,739.0,59.0,5640,30.1,1,4,2015-02-24,-0.03477945931081039,True,Watch,0,0.6969371261383426,Review team conditions
46,44,1,0.800115819,0.7532493802656618,0.2904578106469952,0.9581768687326504,False,7__1,0.3838616777196392,0,46,Team 7,Sewing,0.8,50,786.0,59.0,7080,30.1,2,4,2015-02-25,-0.04675061973433825,True,Watch,0,0.6677190580856551,Review overtime
47,45,1,0.800808642,0.7410982099253632,0.2780053673618617,0.955366426934152,False,7__1,0.4039708065453072,0,47,Team 7,Sewing,0.8,50,694.0,59.0,4080,30.1,1,4,2015-02-26,-0.058901790074636806,True,High Risk,1,0.6773610595722903,Review team conditions
48,46,1,0.799982853,0.6962142646198306,0.2360883186618247,0.9446546489008404,False,7__1,0.4757231612203898,0,48,Team 7,Sewing,0.8,38,644.0,59.0,840,30.1,1,4,2015-02-28,-0.10378573538016944,True,High Risk,1,0.7085663302390157,Review incentive
49,47,1,0.579511494,0.5354428704112124,0.1340257642051861,0.8957161282526196,False,7__1,0.6923489275930669,1,49,Team 7,Sewing,0.8,0,934.0,58.0,6960,30.1,0,1,2015-03-01,-0.26455712958878763,True,High Risk,1,0.7616903640474335,Review incentive
50,48,2,0.800115819,0.5339800878297394,0.1334697313615628,0.8950615504703949,False,7__1,0.6941380302563251,0,50,Team 7,Sewing,0.8,0,616.0,59.0,7080,30.1,0,1,2015-03-02,-0.26601991217026066,True,High Risk,1,0.7615918191088321,Review incentive
51,49,2,0.800115819,0.6529956559256866,0.1998932083998801,0.9342956998607111,False,7__1,0.5398814377695864,0,51,Team 7,Sewing,0.8,50,29.0,59.0,7080,30.1,0,1,2015-03-03,-0.1470043440743134,True,High Risk,1,0.734402491460831,Review overtime
52,50,2,0.800055762,0.7761987557724533,0.3184025590988835,0.9628822098153528,False,7__1,0.3443285729130749,0,52,Team 7,Sewing,0.8,50,874.0,59.0,3960,30.1,0,1,2015-03-04,-0.023801244227546703,True,Watch,0,0.6444796507164693,Review team conditions
53,51,2,0.366053523,0.5619883268015792,0.1470975665134756,0.905269193663392,False,7__1,0.6608593342606448,1,53,Team 7,Sewing,0.8,0,834.0,59.0,1200,30.1,0,1,2015-03-05,-0.23801167319842087,True,High Risk,1,0.7581716271499164,Review incentive
56,52,2,0.500610909,0.5471605397098525,0.1396394721884228,0.9000323452387348,False,7__1,0.3433574608338607,0,56,Team 7,Sewing,0.5,0,1161.0,55.0,6600,30.48,1,2,2015-03-09,0.047160539709852456,False,Watch,0,0.760392873050312,Review WIP
57,53,2,0.630402924,0.6738530997612227,0.2184599345801005,0.9387537799802672,False,7__1,0.2864399129191285,0,57,Team 7,Sewing,0.6,25,1017.0,57.0,6840,30.48,1,2,2015-03-10,0.07385309976122267,False,Healthy,0,0.7202938454001667,No immediate action
58,54,2,0.650596491,0.6748816534928185,0.2193088940888691,0.9390079095123685,False,7__1,0.3346749953050431,0,58,Team 7,Sewing,0.65,26,935.0,57.0,6840,30.48,1,2,2015-03-11,0.024881653492818456,False,Watch,0,0.7196990154234993,Review incentive
0,0,0,0.676666667,0.5632829011835943,0.0994248507924529,0.9378899819245704,True,8__0,0.5824907880003434,0,0,Team 8,Finishing,0.75,0,,8.0,960,2.9,0,1,2015-01-01,-0.18671709881640575,True,High Risk,1,0.8384651311321175,Review team conditions
1,1,0,0.628333333,0.5790460512324337,0.1074173176260516,0.940346531243192,True,8__0,0.6159000650024491,1,1,Team 8,Finishing,0.8,0,,8.0,960,2.9,0,1,2015-01-03,-0.22095394876756635,True,High Risk,1,0.8329292136171405,Review team conditions
2,2,0,0.682708333,0.5849412858902249,0.1114139677633303,0.9407711736138862,True,8__0,0.6103683742845396,0,2,Team 8,Finishing,0.8,0,,8.0,960,2.9,0,1,2015-01-04,-0.21505871410977517,True,High Risk,1,0.8293572058505558,Review team conditions
3,3,0,0.664583333,0.5957157820996796,0.1172810514085656,0.9425014084737918,True,8__0,0.5992280491860428,1,3,Team 8,Finishing,0.8,0,,8.0,960,2.9,0,1,2015-01-05,-0.20428421790032048,True,High Risk,1,0.8252203570652262,Review team conditions
4,4,0,0.681060606,0.5995200844325784,0.1200642277699331,0.942778215784786,True,8__0,0.5954576083754702,0,4,Team 8,Finishing,0.8,0,,8.0,1440,2.9,0,1,2015-01-06,-0.20047991556742162,True,High Risk,1,0.822713988014853,Review team conditions
5,5,0,0.681060606,0.6069393774092073,0.1243580966627375,0.9439635059655498,True,8__0,0.5875065161683878,0,5,Team 8,Finishing,0.8,0,,8.0,1440,2.9,0,1,2015-01-07,-0.1930606225907927,True,High Risk,1,0.8196054093028122,Review team conditions
6,6,0,0.735984848,0.6033207970920452,0.123530042815641,0.9427443659646378,True,8__0,0.5918524147970514,0,6,Team 8,Finishing,0.8,0,,8.0,1440,2.9,0,2,2015-01-08,-0.19667920290795482,True,High Risk,1,0.8192143231489968,Review team conditions
7,7,0,0.628882576,0.6140823608412003,0.1292395396082016,0.9448130241989776,True,8__0,0.5798852199774043,1,7,Team 8,Finishing,0.8,0,,8.0,1440,2.9,0,2,2015-01-10,-0.18591763915879977,True,High Risk,1,0.815573484590776,Review team conditions
8,8,0,0.653598485,0.615119088103633,0.1303630307010284,0.9447514105593724,False,8__0,0.578880235277018,1,8,Team 8,Finishing,0.8,0,,8.0,1440,2.9,0,2,2015-01-11,-0.18488091189636702,True,High Risk,1,0.814388379858344,Review team conditions
9,9,0,0.725,0.6176779763553901,0.132152141862918,0.9450648485083644,False,8__0,0.5760888194587979,0,9,Team 8,Finishing,0.8,0,,8.0,1440,2.9,0,2,2015-01-12,-0.18232202364460992,True,High Risk,1,0.8129127066454463,Review team conditions
10,10,0,0.681060606,0.6247467602102963,0.1361425627974972,0.9463967275024326,False,8__0,0.567996722364973,0,10,Team 8,Finishing,0.8,0,,8.0,1440,2.9,0,2,2015-01-13,-0.17525323978970375,True,High Risk,1,0.8102541647049355,Review team conditions
11,11,0,0.667329545,0.6281227492181626,0.1383003229788927,0.9469383543657062,False,8__0,0.5641365234664112,1,11,Team 8,Finishing,0.8,0,,8.0,1440,2.9,0,2,2015-01-14,-0.17187725078183747,True,High Risk,1,0.8086380313868134,Review team conditions
12,12,0,0.606912879,0.6135937333545228,0.1314780105489695,0.943549375068544,False,8__0,0.5811791537546078,1,12,Team 8,Finishing,0.8,0,,8.0,1440,2.9,0,3,2015-01-15,-0.18640626664547721,True,High Risk,1,0.8120713645195745,Review team conditions
13,13,0,0.675568182,0.6132457589467549,0.1316549378468705,0.9433088045713162,False,8__0,0.5816837163123777,1,13,Team 8,Finishing,0.8,0,,8.0,1440,2.9,0,3,2015-01-17,-0.18675424105324512,True,High Risk,1,0.8116538667244457,Review team conditions
14,14,0,0.639867424,0.6164594492364036,0.1335316791493081,0.9438899684296096,False,8__0,0.5780540085224197,1,14,Team 8,Finishing,0.8,0,,8.0,1440,2.9,0,3,2015-01-18,-0.18354055076359643,True,High Risk,1,0.8103582892803015,Review team conditions
15,15,0,0.683806818,0.617586957967212,0.134372264495618,0.9440129410764284,False,8__0,0.5768230135310931,0,15,Team 8,Finishing,0.8,0,,8.0,1440,2.9,0,3,2015-01-19,-0.18241304203278808,True,High Risk,1,0.8096406765808104,Review team conditions
16,16,0,0.639867424,0.6207262717825274,0.1361949185080901,0.944598932725812,False,8__0,0.5732270300410005,1,16,Team 8,Finishing,0.8,0,,8.0,1440,2.9,0,3,2015-01-20,-0.17927372821747267,True,High Risk,1,0.8084040142177219,Review team conditions
17,17,0,0.594871795,0.6178982123865979,0.1350192282310759,0.9438582877647071,False,8__0,0.5765968635507634,1,17,Team 8,Finishing,0.8,0,,8.0,2400,2.9,0,3,2015-01-21,-0.18210178761340212,True,High Risk,1,0.8088390595336312,Review overtime
18,18,0,0.397743056,0.6025071281166597,0.1278157993154346,0.940210708630062,False,8__0,0.5944150347300107,1,18,Team 8,Finishing,0.8,0,,8.0,4800,2.9,0,4,2015-01-22,-0.1974928718833403,True,High Risk,1,0.8123949093146273,Review overtime
19,19,0,0.910521886,0.6196361439858311,0.1363550419567277,0.9440374096460112,False,8__0,0.574691914486539,0,19,Team 8,Finishing,0.8,0,,9.0,1620,2.9,0,4,2015-01-24,-0.18036385601416893,True,High Risk,1,0.8076823676892835,Review overtime
20,20,0,0.329545455,0.5212021498143483,0.0947863913984882,0.9188532208278832,False,8__0,0.6812719834542965,1,20,Team 8,Finishing,0.8,0,,4.0,720,2.9,0,4,2015-01-25,-0.27879785018565173,True,High Risk,1,0.824066829429395,Review staffing
22,21,0,0.845458333,0.5909455125758946,0.1230850950522603,0.9371401279445336,False,8__0,0.455950034049668,0,22,Team 8,Finishing,0.65,0,,8.0,960,3.94,0,4,2015-01-27,-0.05905448742410546,True,High Risk,1,0.8140550328922733,Review team conditions
23,22,0,0.553333333,0.598456501277008,0.1266371018767527,0.9388870911993252,False,8__0,0.4472107795692941,0,23,Team 8,Finishing,0.65,0,,8.0,960,4.15,0,4,2015-01-28,-0.05154349872299202,True,High Risk,1,0.8122499893225725,Review team conditions
24,23,0,0.877552083,0.6589042125813075,0.1584320441955335,0.95219864267247,False,8__0,0.3759788370963777,0,24,Team 8,Finishing,0.65,0,,8.0,960,4.15,0,0,2015-01-29,0.008904212581307469,False,Watch,0,0.7937665984769365,Review team conditions
25,24,0,0.971866667,0.6728512637029797,0.1671590788238576,0.9549378907748808,False,8__0,0.3592170699340196,0,25,Team 8,Finishing,0.65,0,,8.0,960,3.94,0,0,2015-01-31,0.02285126370297963,False,Watch,0,0.7877788119510232,Review team conditions
26,25,0,1.0115625,0.6645323377630179,0.1621301756503536,0.9532352112526282,False,8__0,0.3691316552090623,0,26,Team 8,Finishing,0.65,0,,8.0,960,4.15,0,1,2015-02-01,0.014532337763017877,False,Watch,0,0.7911050356022746,Review team conditions
27,26,0,0.561979167,0.7140297219164697,0.196275848426081,0.9625695806126716,False,8__0,0.3092158480307304,0,27,Team 8,Finishing,0.65,0,,8.0,960,4.15,0,1,2015-02-02,0.06402972191646972,False,Watch,0,0.7662937321865906,Review team conditions
28,27,0,0.976979167,0.709697939499241,0.1931156020718692,0.9617576708659196,False,8__0,0.3594208762074543,0,28,Team 8,Finishing,0.7,0,,8.0,960,4.15,0,1,2015-02-03,0.009697939499241026,False,Watch,0,0.7686420687940504,Review team conditions
29,28,0,0.915766667,0.8349657027368926,0.3295719563013975,0.9814721836286344,False,8__0,0.191666125467295,0,29,Team 8,Finishing,0.7,0,,25.0,3000,4.15,0,1,2015-02-04,0.13496570273689268,False,Healthy,0,0.651900227327237,No immediate action
32,29,0,0.840888889,0.788899399519016,0.2680148456387284,0.9747519644030596,False,8__0,0.2544647982049035,0,32,Team 8,Finishing,0.7,0,,15.0,1800,4.15,0,2,2015-02-08,0.08889939951901604,False,Healthy,0,0.7067371187643312,No immediate action
33,30,0,0.707111111,0.7906417757669711,0.2702519155555367,0.974990821184818,False,8__0,0.0604483360468551,0,33,Team 8,Finishing,0.35,0,,15.0,1800,4.15,0,2,2015-02-09,0.44064177576697117,False,Healthy,0,0.7047389056292812,No immediate action
34,31,0,0.703770833,0.7229419751189297,0.2039747738024319,0.963999884466805,False,8__0,0.0985171982367039,0,34,Team 8,Finishing,0.35,0,,8.0,960,4.15,0,2,2015-02-10,0.3729419751189297,False,Healthy,0,0.7600251106643731,No immediate action
35,32,0,0.994375,0.7661048179150939,0.2436063730969526,0.9711455381741744,False,8__0,0.0732644256875442,0,35,Team 8,Finishing,0.35,0,,12.0,1440,4.15,0,2,2015-02-11,0.4161048179150939,False,Healthy,0,0.7275391650772218,No immediate action
36,33,0,0.755486111,0.7847735011028736,0.2640370329768491,0.9740225250076974,False,8__0,0.0632100139076866,0,36,Team 8,Finishing,0.35,0,,12.0,1440,4.15,0,2,2015-02-12,0.4347735011028736,False,Healthy,0,0.7099854920308483,No immediate action
37,34,0,0.725625,0.7421744377598603,0.2207305785109158,0.9672257613483506,False,8__0,0.3168016562407367,0,37,Team 8,Finishing,0.7,0,,8.0,960,4.15,0,2,2015-02-14,0.042174437759860295,False,Watch,0,0.7464951828374348,Review team conditions
38,35,0,0.605208333,0.7278686563206371,0.2084537574261105,0.9647671522859488,False,8__0,0.3355363607645534,0,38,Team 8,Finishing,0.7,0,,8.0,960,4.15,0,3,2015-02-15,0.027868656320637175,False,Watch,0,0.7563133948598383,Review team conditions
41,36,1,0.58,0.7107357778197675,0.1947977607240204,0.9617328846439328,False,8__0,0.3577529229434399,1,41,Team 8,Finishing,0.7,0,,8.0,960,5.13,0,3,2015-02-18,0.010735777819767534,False,Watch,0,0.7669351239199124,Review team conditions
42,37,1,0.672135417,0.7031939592118179,0.1892426248491728,0.9603336732422174,False,8__0,0.3674055786995173,0,42,Team 8,Finishing,0.7,0,,8.0,1920,5.13,0,3,2015-02-19,0.003193959211817976,False,Watch,0,0.7710910483930447,Review overtime
44,38,1,0.930416667,0.6986156771249924,0.1859939214880876,0.95946461924034,False,8__0,0.3732307850953179,0,44,Team 8,Finishing,0.7,0,,8.0,960,5.13,0,4,2015-02-23,-0.0013843228750075598,True,Watch,0,0.7734706977522524,Review team conditions
45,39,1,0.791458333,0.7151873529810656,0.1985526243839793,0.962459982795451,False,8__0,0.3518863747574654,0,45,Team 8,Finishing,0.7,0,,8.0,960,4.6,0,4,2015-02-24,0.01518735298106566,False,Watch,0,0.7639073584114717,Review team conditions
46,40,1,0.658541667,0.7172383664153571,0.2002439700962366,0.9628083357330056,False,8__0,0.3491999523249086,0,46,Team 8,Finishing,0.7,0,,8.0,960,4.6,0,4,2015-02-25,0.017238366415357143,False,Watch,0,0.762564365636769,Review team conditions
47,41,1,0.376597222,0.707961159826049,0.1931480611940013,0.9611201720709024,False,8__0,0.4100825132991983,1,47,Team 8,Finishing,0.75,0,,8.0,3360,4.6,0,4,2015-02-26,-0.042038840173950986,True,High Risk,1,0.7679721108769011,Review overtime
48,42,1,0.376597222,0.7011139925787444,0.1881394534704732,0.9598430740598256,False,8__0,0.4191748000266023,1,48,Team 8,Finishing,0.75,0,,8.0,3360,4.6,0,4,2015-02-28,-0.048886007421255595,True,High Risk,1,0.7717036205893524,Review overtime
49,43,1,0.813611111,0.7257024328928664,0.2072928180950043,0.9642564616084126,False,8__0,0.3860817285179736,0,49,Team 8,Finishing,0.75,0,,8.0,3360,4.6,0,1,2015-03-01,-0.0242975671071336,True,Watch,0,0.7569636435134083,Review overtime
50,44,2,0.773333333,0.7279800640566468,0.2092535885321524,0.964639419891298,False,8__0,0.3829465101680727,0,50,Team 8,Finishing,0.75,0,,8.0,3360,4.6,0,1,2015-03-02,-0.022019935943353164,True,Watch,0,0.7553858313591456,Review overtime
51,45,2,0.702777778,0.7290637619013103,0.2102277646659582,0.9648141709519344,False,8__0,0.3814414795848008,0,51,Team 8,Finishing,0.75,0,,8.0,3360,4.6,0,1,2015-03-03,-0.02093623809868972,True,Watch,0,0.7545864062859763,Review overtime
52,46,2,0.930416667,0.7361279798944741,0.2163494982227759,0.9660167687949436,False,8__0,0.4236618881844999,0,52,Team 8,Finishing,0.8,0,,8.0,960,4.6,0,1,2015-03-04,-0.06387202010552595,True,High Risk,1,0.7496672705721676,Review team conditions
53,47,2,0.980984848,0.8373676256802606,0.3362822183507714,0.9815613047872734,False,8__0,0.2654676564073031,0,53,Team 8,Finishing,0.8,0,,22.0,2640,4.6,0,1,2015-03-05,0.03736762568026053,False,Healthy,0,0.6452790864365021,No immediate action
54,48,2,0.590740741,0.8103989719400785,0.2971623803221558,0.9776867093849186,False,8__0,0.3100491262072289,1,54,Team 8,Finishing,0.8,0,,15.0,3600,4.6,0,1,2015-03-07,0.010398971940078439,False,Watch,0,0.6805243290627628,Review overtime
55,49,2,0.4509375,0.7496493082972546,0.2287856261060623,0.968256628844174,False,8__0,0.2260867040309934,1,55,Team 8,Finishing,0.6,0,,8.0,960,3.9,0,2,2015-03-08,0.14964930829725465,False,Healthy,0,0.7394710027381117,No immediate action
56,50,2,0.2640625,0.985733189333324,0.8546498436358433,0.999117922348164,False,8__0,0.0035066795821621,1,56,Team 8,Finishing,0.65,960,,8.0,0,3.9,0,2,2015-03-09,0.33573318933332397,False,Healthy,0,0.1444680787123207,No immediate action
57,51,2,0.560625,0.7258857000988213,0.2079111306721974,0.964189729330228,False,8__0,0.2936378247765903,0,57,Team 8,Finishing,0.65,0,,8.0,960,3.9,0,2,2015-03-10,0.07588570009882123,False,Healthy,0,0.7562785986580305,No immediate action
58,52,2,0.625625,0.7228939658533986,0.2055005855063919,0.963653211178097,False,8__0,0.3415670801735617,0,58,Team 8,Finishing,0.7,0,,8.0,960,3.9,0,2,2015-03-11,0.022893965853398646,False,Watch,0,0.758152625671705,Review team conditions
0,0,0,0.940725424,0.9260942608901244,0.5759117027385969,0.9917499291966316,True,8__1,0.0947635447006038,0,0,Team 8,Sewing,0.8,98,1108.0,59.0,7080,26.16,0,1,2015-01-01,0.12609426089012432,False,Healthy,0,0.4158382264580347,No immediate action
1,1,0,0.800318644,0.7775881373669115,0.2858874616500075,0.968568207960107,True,8__1,0.3531801127268201,0,1,Team 8,Sewing,0.8,50,1261.0,59.0,7080,26.16,0,1,2015-01-03,-0.022411862633088586,True,Watch,0,0.6826807463100995,Review WIP
2,2,0,0.850345133,0.7542188087745864,0.2656111046489205,0.9632820437526068,True,8__1,0.389145576867055,0,2,Team 8,Sewing,0.8,45,1039.0,56.5,6780,25.9,0,1,2015-01-04,-0.04578119122541369,True,Watch,0,0.6976709391036864,Review staffing
